Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT
5576001,280 Bay Shore Bl,"BVHP Area A,B",BP Filed,3/11/09,0,,ERECT A 1 STORY BIOFUEL PRODUCTION & SALES BUILDING.,Industrial,M-1,465,"6,000",,,,"5,000","1,000",,,2.00903E+11,,3/11/09,40-X,PDR-2,11-Mar-09,-122.404931,37.743577,3215,,PDR,0,BP Filed,6,0,"6,000",,,,"5,000","1,000",,,13198,5576,1,,,PDR-2,40-X
3590056,355 Capp St,Mission,BP Filed,4/6/09,3,"New dwelling located within the existing building evelope.  Ground Floor.
New dwelling requires an exposure variance.   Possible usable open space variance request.  Two buildings are located on the subject lot.",LEGALIZE EXISTING SPACE ON GRD FL TO ADD ADDITIONAL DWELING UNIT TO BLDG. THE BLDG WILL NOW BECOME A,Residential,RTO-M,191,0,,,,,,,2010.0078,2.00904E+11,2/4/10,4/6/09,40-X,RTO-Mission,6-Apr-09,-122.418013,37.761037,3168,,Resident,-1,BP Filed,6,1,0,,,,,,,,3676,3590,56,,,RTO-Mission,40-X
221020,34 Pleasant St,Northeast,BP Filed,5/7/09,3,Two-floor vertical addition of a residential unit and 2 parking spaces.,"ADDITION OF 2 NEW FLOORS, 2 ONSITE PARKING SPACES, CONVERSION OF RESIDENTIAL DUPLEX INTO RESIDENTIAL",Residential,RM-3,341,0,,,,,,,2009.0906,2.00905E+11,9/28/09,5/7/09,65-A,RM-3,7-May-09,-122.413365,37.793047,2,,Resident,0,BP Filed,6,1,0,,,,,,,,1206,221,20,3,2,RM-3,65-A
6501010,60 Fountain St,Central,BP Filed,6/16/09,2,Rear yard variance for the construction of a  new single-family building at rear of site. ,"NEW HOUSE @ LOCATION OF EXISTING HOUSE, HOUSE IS 2001 SQ FT. AT REAR, NO WORK TO FRONT UNIT, REBUILD",Residential,RH-2,477,0,,,,,,,2009.0446,2.00906E+11,5/28/09,6/16/09,40-X,RH-2,28-May-09,-122.441906,37.749908,3256,,Resident,0,BP Filed,6,1,0,,,,,,,,3556,6501,10,,,RH-2,40-X
1533017,473 11th Av,Richmond,BP Filed,5/28/09,2,,"THREE STORY HORIZONTAL ADDITION AT REAR OF BUILDING, AND CHANGE FROM SINGLE FAMILY DWELLING TO TWO F",Residential,RH-2,284,0,,,,,,,,2.00905E+11,,5/28/09,40-X,RH-2,28-May-09,-122.469716,37.779432,11,,Resident,0,BP Filed,6,1,0,,,,,,,,2979,1533,17,,,RH-2,40-X
2393042,2239 Taraval St,Outer Sunset,BP Filed,7/10/09,2,2-story vertical and rear addition adding 2 new dwelling units over existing 1-story commercial building.,EXTEND COMMERCIAL AREA AT GROUND FLOOR (REAR ADDITION) AND MODIFY STOREFRONT PER PLAN. ADD 2 NEW VER,Mixed Use,NC-2,434,"2,295",,,,,"2,295",,2009.102,2.00907E+11,6/15/10,7/10/09,50-X,NC-2,10-Jul-09,-122.490312,37.742159,3293,,Mixres,0,BP Filed,6,2,820,,,,,820,,,2500,2393,42,,,NC-2,50-X
596031,1533 Pacific Av,Northeast,BP Filed,7/20/09,3,Vertical addition/alteration of 1 residential unit to an existing 2-unit residential building.,Conversion of three level duplex to new four level residential triplex. Deliniation of 5-car spaces ,Mixed Use,NC-2,345,0,,,,,,,2009.0908,2.00907E+11,9/28/09,7/20/09,40-X,PACIFIC,20-Jul-09,-122.42052,37.794887,3242,,Resident,0,BP Filed,6,1,0,,,,,,,,3563,596,31,6,4,PACIFIC,40-X
5858024,194 Sweeny St,"South Central, Other",BP Filed,8/3/09,1,CU for creation of sub std lot and open space Variance.,"New construction  of a three-story, single family house,",Residential,RH-1,92,0,,,,,,,2009.1082,2.00908E+11,1/21/10,8/3/09,40-X,RH-1,3-Aug-09,-122.409353,37.7327269,3253,,Resident,0,BP Filed,6,1,0,,,,,,,,3792,5858,24,,,RH-1,40-X
867033,445 Waller St,Market Octavia,BP Filed,8/3/09,2,,To comply w/ NOV 2008.85761 of 1.7.09. to legalize (e) 2nd unit on thre ground/garage fl. Replace ou,Residential,RTO,239,0,,,,,,,,2.00908E+11,,8/3/09,40-X,RTO,3-Aug-09,-122.430988,37.77082,3228,,Resident,0,BP Filed,6,1,0,,,,,,,,2981,867,33,,,RTO,40-X
6048002,2724 San Bruno Av,"South Central, Other",BP Filed,4/6/10,3,Addition of a third dwelling unit to an existing two-family dwelling with commercial on the ground floor.,To comply with complaint# 200671317 dated 07/12/2006. Third story vertical addition for new unit (3r,Mixed Use,NC-2,57,"2,738",,,,,"2,738",,2009.0754,2.01004E+11,8/13/09,4/6/10,40-X,NC-2,13-Aug-09,-122.403751,37.7271829,3254,,Mixres,0,BP Filed,2,1,0,,,,,0,,,3091,6048,2,,,NC-2,40-X
529002,2727 Gough St,Marina,BP Filed,8/14/09,2,,Add new dwelling unit/ new kitchen unit in (E) basement floor. All remodeling in basement floor appr,Residential,RH-3,363,0,,,,,,,,2.00908E+11,,8/14/09,40-X,RH-3,14-Aug-09,-122.427678,37.798522,3191,,Resident,0,BP Filed,6,1,0,,,,,,,,3301,529,2,,,RH-3,40-X
1279048,598 Belvedere St,Buena Vista,BP Filed,8/18/09,5,,"COMPLY WITH N.O.V# 200902623 - THIS IS FOR CHANGE OF USE. TO COMPLY WITH CONDITIONS, STIPULATION & S",Residential,RH-2,553,0,,,,,,,,2.00908E+11,,8/18/09,40-X,RH-2,18-Aug-09,-122.447681,37.761958,3232,,Resident,0,BP Filed,6,4,0,,,,,,,,2512,1279,48,,,RH-2,40-X
2845005,70 Crestline Dr,Central,BP Filed,8/25/09,5,Vacant lot/Split lot from larger lot and construct 4-unit residential building.,"TO ERECT 4 STORY TYPE 5, 5 DWELLING UNITS",Residential,RM-1,167,0,,,,,,,2010.0725,2.00908E+11,8/23/10,8/25/09,40-X,RM-1,25-Aug-09,-122.446163,37.751268,1383,,Resident,0,BP Filed,6,5,0,,,,,,,,16175,2845,5,,,RM-1,40-X
6122001,5 Dwight St,"South Central, Other",BP Filed,8/16/10,7,"Addition to exiting mixed-use building, creating a total of 6 dwelling units and maintaining the groundfloor commercial uses.",VERTICAL & HORIZONTAL ADDITION TO EXISTING MIXED USE BUILDING. REMODEL & RECONFIGURE & ADDITION TO R,Mixed Use,NC-2,51,"2,765",,,,,"2,765",,2009.0979,2.01008E+11,10/14/09,8/16/10,40-X,NC-2,14-Oct-09,-122.402354,37.723812,3304,,Mixres,0,BP Filed,2,6,436,,,,,436,,,6021,6122,1,7,7,NC-2,40-X
6505047,4209 24th St,Central,BP Filed,12/28/10,2,"Addition/alteration to existing single-family residence, proposed to be two-unit residence.","ERECT 3 STORIES, 2 DWELLING UNITS, TYPE 5 NEW BUILDING.",Residential,RH-2,137,0,,,,,,,2009.0365,2.01012E+11,10/15/09,12/28/10,40-X,RH-2,15-Oct-09,-122.43666,37.751002,3172,,Resident,-1,BP Filed,2,2,0,,,,,,,,2600,6505,47,,,RH-2,40-X
7106058,200 Broad St,"Ingleside, Other",BP Filed,10/20/09,2,,"CONSTRUCTION OF THREE-STORY TWO DWELLING UNITS WITH COMMERCIAL, MIX USE.",Mixed Use,NC-1,20,0,,,,,,,,2.0091E+11,,10/20/09,40-X,NC-1,20-Oct-09,-122.459183,37.713377,3307,,Resident,0,BP Filed,6,2,0,,,,,,,,2125,7106,58,,,NC-1,40-X
7106059,202 Broad St,"Ingleside, Other",BP Filed,10/20/09,2,,CONSTRUCTION OF THREE-STORY TWO DWELLING UNITS.,Mixed Use,NC-1,20,0,,,,,,,,2.0091E+11,,10/20/09,40-X,NC-1,20-Oct-09,-122.4591745,37.7131958,3308,,Resident,0,BP Filed,6,2,0,,,,,,,,2100,7106,59,,,NC-1,40-X
1510025,590 35th Av,Richmond,BP Filed,10/28/09,2,,"HORZONTAL ADDITION AT REAR, 1 STORY VERTICAL ADDITION. CONVERT SINGLE FAMILY TO 2 UNITS. BOTH UNITS ",Residential,RH-2,279,0,,,,,,,,2.0091E+11,,10/28/09,40-X,RH-2,28-Oct-09,-122.495041,37.777906,3280,,Resident,0,BP Filed,6,1,0,,,,,,,,2375,1510,25,,,RH-2,40-X
997004,3310 Clay St,Richmond,BP Filed,11/2/09,1,,ERECT A  FOUR STORY SINGLE FAMILY DWELLING.,Residential,RM-1,331,0,,,,,,,,2.00911E+11,,11/2/09,40-X,RM-1,2-Nov-09,-122.4473823,37.7890569,3290,,Resident,0,BP Filed,6,1,0,,,,,,,,2750,997,4,,,RM-1,40-X
500015,1268-1270 Lombard St,Northeast,BP Filed,12/22/10,4,"Vacant lot. New construction of 4-unit, 5-story residential building with basement.","ERECT 5 STORIES, 4 UNITS, TYPE 3, RESIDENTIAL BUILDING.",Residential,RH-3,817,0,,,,,,,2009.1029,2.01012E+11,11/17/09,12/22/10,40-X,RH-3,17-Nov-09,-122.42234,37.801744,327,,Resident,0,BP Filed,2,4,0,,,,,,,,4261,500,15,4,4,RH-3,40-X
3547027,80 Julian Av,Mission,BP Filed,11/30/10,7,"Lot line adjustment, demo existing residential building,  New construction of Community Facility having housing ground floor with commercial above.","ERECT 4 STORIES, TYPE 5, 7 BEDROOMS OUTPATIENT DENTAL/MEDICAL & CONGREGATE RESIDENCE BUILDING.",Mixed Use,NCT,236,"12,900",,"12,900",,,,,2009.1095,2.01011E+11,11/30/09,11/30/10,45-X,Valencia St NCT,30-Nov-09,-122.42137,37.766972,3295,,Mixres,-1,BP Filed,5,7,"12,900","12,900",,0,,,,,3003,3547,27,,,Valencia St NCT,45-X
1467020,483 35th Av,Richmond,BP Filed,11/30/09,3,,LEGALIZE OCCUPANCY OF ILLEGAL UNIT ON GROUND FLOOR FOR OWNER WITH AMBULATORY DIFFICULTIES. REMODEL U,Residential,RH-2,295,0,,,,,,,,2.00911E+11,,11/30/09,40-X,RH-2,30-Nov-09,-122.495744,37.779998,3279,,Resident,0,BP Filed,6,1,0,,,,,,,,2078,1467,20,,,RH-2,40-X
837003,1 Franklin St,Market Octavia,BP Filed,12/3/09,35,"Construct a new 8-story, 35-unit mixed-use building with ground-floor commercial.  See 2008.1328",CONSTRUCTION OF 8-STORY 35 DWELLING UNITS W/RETAIL & PARKING.,Mixed Use,NCT-3,588,"2,384",,,,,"2,384",,2010.0102,2.00912E+11,2/19/10,12/3/09,50-X/85-X,NCT-3,3-Dec-09,-122.420842,37.774342,574,8,Mixres,-1,BP Filed,6,35,"2,384",,,,,"2,384",,8,6606,837,3,18,18,NCT-3,50-X/85-X
1641026,226 Cabrillo St,Richmond,BP Filed,12/18/09,2,"Discretionary Review Request for the demolition of a 1-stroy, 1-unit residential building and the construction of a 3-stroy, 2-unit residential building.",ERECT A SINGLE FAMILY DWELLING UNIT WITH PRIVATE GARAGE,Residential,RH-2,286,0,,,,,,,2010.0994,2.00912E+11,11/12/10,12/18/09,40-X,RH-2,18-Dec-09,-122.46126,37.775749,4310,,Resident,-1,BP Filed,6,1,0,,,,,,,,0,1641,26,1,,RH-2,40-X
512025,2353 Lombard St,Marina,BP Filed,7/29/10,21,"Demo of existing 2-story restaurant and construction of a new 4-story mized use building. New building will consist of underground parking, ground floor commercial w/ parking and 3 stories of residential units.","TO ERECT 4 STORIES, TYPE 5, 21 DWELLING UNITS, MIXED USE BUILDING.",Mixed Use,NC-3,815,"5,364",,,,,"5,364",,2009.1177,2.01007E+11,12/29/09,7/29/10,40-X,NC-3,29-Dec-09,-122.440138,37.799036,3287,,Mixres,0,BP Filed,2,21,964,,,,,964,,,12964,512,25,41,11,NC-3,40-X
818048,447 Linden St,Market Octavia,BP Filed,12/30/09,2,,"construct new 4-story, 2-unit building.",Residential,RTO,268,0,,,,,,,,2.00912E+11,,12/30/09,40-X,RTO,30-Dec-09,-122.425277,37.7759659,3289,,Resident,0,BP Filed,6,2,0,,,,,,,,3410,818,43,,,RTO,40-X
5512031,62 Peralta Av,Bernal Heights,BP Filed,12/31/09,2,,"ERECT A 2 UNIT, 3 STORY RESIDENTIAL BUILDING",Residential,RH-2,126,0,,,,,,,,2.00912E+11,,12/31/09,40-X,RH-2,31-Dec-09,-122.4064492,37.747779,3303,,Resident,0,BP Filed,6,2,0,,,,,,,,2220,5512,31,,,RH-2,40-X
5512029,56 Peralta Av,Bernal Heights,BP Filed,12/31/09,2,the project proposes the new construction of two new residential buildings each having two dwelling units a piece.  The total number of required off-street parking spaces is 7.  4 are proposed.,"ERECT A 2 UNIT, 2 STORY RESIDENTIAL BUILDING",Residential,RH-2,126,0,,,,,,,2010.0367,2.00912E+11,5/13/10,12/31/09,40-X,RH-2,31-Dec-09,-122.4063771,37.7478222,3302,,Resident,0,BP Filed,6,2,0,,,,,,,,2970,5512,29,,,RH-2,40-X
3553008,490 South Van Ness Av,Mission,BP Filed,10/5/10,84,"Construction of a new 8-story mixed-use building with 81 dwelling units, 2,529 square-feet of retail, and one basement level with 44 off-street parking spaces. ","TO ERECT 7 STORIES, 1 BASEMENT WITH 84 UNITS RESIDENTIAL & PARKING.",Mixed Use,UMU,230,"2,529",,,,0,"2,529",,2010.0043,2.0101E+11,1/21/10,10/5/10,68-X,UMU,21-Jan-10,-122.417824,37.7654799,4217,,Mixres,-1,BP Filed,3,84,-689,,,,"-1,620",931,,,14341,3553,8,44,-1,UMU,68-X
1542039,430 03rd Av,Richmond,BP Filed,1/22/10,3,,rear addition; 3-levels,Residential,RH-3,636,0,,,,,,,,2.01001E+11,,1/22/10,40-X,RH-3,22-Jan-10,-122.460691,37.780495,4200,,Resident,0,BP Filed,6,1,0,,,,,,,,0,1542,39,,,RH-3,40-X
6360001,60 Burr Av,"South Central, Other",BP Filed,2/23/10,0,,CONSTRUCTION OF A 1 STORY ATTACHED BUILDING TO ENCLOSE EXISTING SWIMMING POOL AND IMPROVEMENT TO EXI,Residential,RH-1,1,"4,624",,"4,624",,,0,,,2.01002E+11,,2/23/10,40-X,RH-1,23-Feb-10,-122.4142605,37.7098345,4204,,CIE,0,BP Filed,6,0,"4,624","4,624",,,,0,,,0,6360,1,,,RH-1,40-X
1260035,35 Lloyd St,Buena Vista,BP Filed,5/12/10,2,"Vacant lot and new construction of a 4- story, 2-unit residential building with 2 parking spaces.","TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-3,238,0,,,,,,,2009.117,2.01005E+11,3/2/10,5/12/10,40-X,RH-3,2-Mar-10,-122.435672,37.769646,3291,,Resident,-1,BP Filed,2,2,0,,,,,,,,2500,1260,35,2,2,RH-3,40-X
123002,1945 Hyde St,Northeast,BP Filed,5/17/10,7,"Convert parking garage to a three-story over basement, seven-unit residential condo project with 15 parking spaces.",SITE PERMIT - CHANGE OF USE FROM PARKING GARAGE TO 7 RESIDENTIAL UNITS WITH PARKING AND A GROUND FLO,Mixed Use,NC-1,368,0,,,,,,,2010.0162,2.01005E+11,3/10/10,5/17/10,40-X,NC-1,10-Mar-10,-122.419267,37.798827,4240,,Resident,0,BP Filed,6,7,0,,,,,,,,0,123,2,,,NC-1,40-X
3617008,1050 Valencia St,Mission,BP Filed,12/27/10,15,"New Construction of 16-du Res Mixed Use bldg, w/25,000-gsf residential, 2,000-gsf retail, and 2,800 full basement storage, totalling 30,480 with one loading space retained.  Demolition of 1970-constrone-story SPORK restaurant bldg and parking, and replace","ERECT 5 STORIES OF 15 DWELLING UNITS, WITH COMMERCIAL,TYPE 5.",Mixed Use,NCT,165,"2,000",,,,,"2,000",,2007.1457,2.01012E+11,3/12/10,12/27/10,55-X,Valencia St NCT,12-Mar-10,-122.421124,37.756003,1671,,Mixres,0,BP Filed,2,15,400,,,,,400,,,3274,3617,8,1,-2,Valencia St NCT,55-X
2372024A,3350 Taraval St,Outer Sunset,BP Filed,3/18/10,1,Legalize conversion of existing detached garage structure into a dwelling unit.  Project requires a rear yard variance because existing garage is located within the required rear yard.   Parking variance also required.,legalized (e) unpermitted remodeling of (e) garage into a residential in-law or secondary unit as pa,Residential,RM-1,111,0,,,,,,,2010.0287,2.01003E+11,4/22/10,3/18/10,40-X,RM-1,18-Mar-10,-122.502318,37.742125,4201,,Resident,0,BP Filed,6,1,0,,,,,,,,0,2372,024A,,,RM-1,40-X
1141022,672 Arguello Bl,Richmond,BP Filed,4/1/10,2,,"Convert TO 2 FAMILY DWELLING PER PLAN. Add kitchen facilities, bath tub and wall at stairs per plan ",Residential,RM-2,288,0,,,,,,,,2.01004E+11,,4/1/10,40-X,RM-2,1-Apr-10,-122.458269,37.777672,4243,,Resident,0,BP Filed,6,1,0,,,,,,,,0,1141,22,,,RM-2,40-X
1840015,1491 Funston Av,Inner Sunset,BP Filed,4/2/10,2,,"VERTICAL AND HORIZONTAL ADDITION. ADD 4TH FL PENTOUSE SUITE, FRONT AND REAR ROOF DECK, 2 STORY ADDITION AT REAR, CONVERT SINGLE FAMILY TO 2 UNITS, WIDEN GARAGE DOOR",Residential,RH-2,200,0,,,,,,,,2.01004E+11,,4/2/10,40-X,RH-2,2-Apr-10,-122.470679,37.76032,4246,,Resident,0,BP Filed,6,1,0,,,,,,,,0,1840,15,,,RH-2,40-X
816003,205 Franklin St,Market Octavia,BP Filed,4/13/10,0,"MEA Desc.: The project is demolition of existing autobody/repair shop and construction of three-story performing arts venue for jazz music and education; 
two schemes under consideration, maximum development 37,400-sf. 
NP Desc: CU Authorization for Other","TO ERECT 4 STORIES, PERFORMING ARTS VENUE, EDUCATION, ADMIN, CAFE.
(n) bldg. 4-stories on the corner",Mixed Use,NCT,259,"35,000",0,"12,000",,,"23,000",,2008.1234,2.01004E+11,6/23/10,4/13/10,40-X/50-X/65-,HAYES NCT,13-Apr-10,-122.421271,37.776253,553,8,Mixed,-1,BP Filed,5,0,"14,500","12,000",,"-4,000",,"6,500",,8,16565,816,3,4,4,HAYES NCT,40-X/50-X/65-
1615003,727 29th Av,Richmond,BP Filed,4/15/10,2,,Add 820 Sq.ft. to lower level to create 2nd. unit. Add 470 sq.ft. to main level. Add 690 sq.ft. to u,Residential,RH-2,625,0,,,,,,,,2.01004E+11,,4/15/10,40-X,RH-2,15-Apr-10,-122.489031,37.775539,4245,,Resident,0,BP Filed,6,1,0,,,,,,,,0,1615,3,,,RH-2,40-X
5290051,1000 Newhall St,"BVHP Area A,B",BP Filed,4/21/10,2,,"COMPLY WITH NOV# 200929811 TO LEGALIZE CONSTRUCTION FOR 2ND UNIT AT GROUND FLOOR. FULL BATHROOM, KIT",Residential,RH-2,407,0,,,,,,,,2.01004E+11,,4/21/10,40-X,RH-2,21-Apr-10,-122.390233,37.738124,4252,,Resident,0,BP Filed,6,1,0,,,,,,,,0,5290,51,,,RH-2,40-X
3729013,1234 Folsom St,WSoMa,BP Filed,4/23/10,8,Alteration to existing building and adding two stories to existing structure.,Alteration to (E) building and adding two stories over the (E) structure. First story & basement Typ,Industrial,SLR,596,0,0,,,,,,2010.0474,2.01004E+11,6/28/10,4/23/10,50-X,SLR,23-Apr-10,-122.410902,37.774662,4224,53,Resident,0,BP Filed,6,8,"-2,247",,,"-2,247",,,,53,0,3729,13,,,SLR,50-X
5312049,1710 Oakdale Av,"BVHP Area A,B",BP Filed,4/26/10,2,,"ADD ONE UNIT TO (E) SINGLE FAMILY BUILDING. Replace front door and steps, replace rolling up garage ",Commercial,C-2,407,0,,,,,,,,2.01004E+11,,4/26/10,40-X,C-2,26-Apr-10,-122.392332,37.7360339,4253,,Resident,0,BP Filed,6,1,0,,,,,,,,0,5312,49,,,C-2,40-X
5918001,1248 Silver Av,"South Central, Other",BP Filed,5/6/10,2,,Site permit: Build 2nd. residential unit; ground level to add 1-more parking space & 1/2 bath. 2nd. ,Residential,RH-2,70,0,,,,,,,,2.01005E+11,,5/6/10,40-X,RH-2,6-May-10,-122.411437,37.730336,4254,,Resident,0,BP Filed,6,1,0,,,,,,,,0,5918,1,,,RH-2,40-X
482014,1650 Chestnut St,Marina,BP Filed,5/7/10,3,,VERTICAL AND HORIZONTAL ADDITIONAL RELOCATION OF EXISTING TWO UNITS AND ADDITION OF ONE NEW UNIT,Residential,RH-3,380,0,,,,,,,,2.01005E+11,,5/7/10,40-X,RH-3,7-May-10,-122.430609,37.80182,4241,,Resident,0,BP Filed,6,1,0,,,,,,,,0,482,14,,,RH-3,40-X
3538036,81 Noe St,Market Octavia,BP Filed,6/2/10,3,,NO CONSTRUCTION WORK TO BE PERFORMED. BASEMENT UNIT TO BE LEGALIZED. (AS PER SECTION 151.1 OF SF PLA,Residential,RTO,566,0,,,,,,,,2.01006E+11,,6/2/10,40-X,RTO,2-Jun-10,-122.43313,37.767896,4249,,Resident,0,BP Filed,6,1,0,,,,,,,,0,3538,36,,,RTO,40-X
5305010,1734 Newcomb Av,"BVHP Area A,B",BP Filed,9/24/10,2,Addition of a dwelling unit in the basement of an existing single family residence.,CREATING AN IN-LAW UNIT. REMOVE (E) BSMT STAIRS&CHIMNEY.REPAIR 2/FL USING MATCHING MATERIAL.REPAIR 3,Residential,RH-2,407,0,,,,,,,2010.0444,2.01009E+11,6/10/10,9/24/10,40-X,RH-2,10-Jun-10,-122.392156,37.73688,4227,,Resident,0,BP Filed,2,1,0,,,,,,,,0,5305,10,,,RH-2,40-X
2653016,75 Mars St,Central,BP Filed,6/15/10,2,"Addition/alteration to existing single-family dwelling to add a new residential unit, a new garage and exapnd all levels of existing building and a new vertical floor addition, rear yard variance required for rear addition that would extend to the rear pr","RENOVATION OF (E) DWELLING UNIT. ADDITION OF A FLOOR & A BASEMENT (GARAGE), VERTIAL & HORIZONTAL ADD",Residential,RH-2,199,0,,,,,,,2010.0598,2.01006E+11,9/1/10,6/15/10,40-X,RH-2,15-Jun-10,-122.444483,37.761012,4247,,Resident,0,BP Filed,6,1,0,,,,,,,,0,2653,16,,,RH-2,40-X
6520035,3143 24th St,Mission,BP Filed,6/21/10,3,,ERECT 3 UNITS CONDOMINIUM 5 STORIES WITH COMMERCIAL.,Mixed Use,NCT,146,0,,,,,,,,2.01006E+11,,6/21/10,55-X,24th St-Mission,21-Jun-10,-122.414878,37.752225,4232,,Resident,0,BP Filed,6,3,0,,,,,,,,0,6520,35,,,24th St-Mission,55-X
519029,3020 Laguna St,Marina,BP Filed,9/27/10,2,"Demo existing SFD and construct new 4-story, 2-unit residential building.","TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-2,370,0,,,,,,,2010.0501,2.01009E+11,6/28/10,9/27/10,40-X,RH-2,28-Jun-10,-122.430628,37.799191,4219,,Resident,0,BP Filed,3,2,0,,,,,,,,0,519,29,,,RH-2,40-X
6727038,533 Laidley St,Central,BP Filed,7/1/10,1,,"ERECT 1 DWELLING UNIT, 2 STORIES BLDG.",Residential,RH-1,403,0,,,,,,,,2.01007E+11,,7/1/10,40-X,RH-1,1-Jul-10,-122.431232,37.735539,3264,,Resident,0,BP Filed,11,1,0,,,,,,,,2478,6727,38,,,RH-1,40-X
1412019,2034 Clement St,Richmond,BP Filed,10/25/10,3,"Demo building at rear of property and construct a horizontal and vertical addition to the front building with a garage at the 1st floor and 3-unit residential building at the 2nd, 3rd and 4th floors.","ERECT 4 STORIES, 3 UNITS, TYPE 5 BUILDING.",Mixed Use,NCD,315,0,0,,,,,,2010.0603,2.0101E+11,7/20/10,10/25/10,40-X,OUTER CLEMENT,20-Jul-10,-122.481282,37.782524,4199,,Resident,0,BP Filed,8,3,"-1,730",,,0,,"-1,730",,,0,1412,19,,,OUTER CLEMENT,40-X
6968002,4964 Mission St,"South Central, Other",BP Filed,7/28/10,3,"New mixed use building with 3 dwelling units, without providing required parking","TO ERECT 4 STORIES, 3 UNITS RESIDENTIAL / RETAIL BUILDING.",Mixed Use,NC-3,449,"1,100",,,,,"1,100",,2010.0614,2.01007E+11,7/22/10,7/28/10,40-X,NC-3,22-Jul-10,-122.4393013,37.7187863,4264,,Mixres,0,BP Filed,6,3,"1,100",,,,,"1,100",,,0,6968,2,,,NC-3,40-X
1677006,843 34th Av,Richmond,BP Filed,8/17/10,2,,PROPOSED HORIZONTAL ADDITION @ REAR. REMODELING (E) BUILDING. ADD 1 UNIT @ GROUND FLOOR. INFILL THE ,Residential,RH-2,267,0,,,,,,,,2.01008E+11,,8/17/10,40-X,RH-2,17-Aug-10,-122.494236,37.773155,4268,,Resident,0,BP Filed,6,1,0,,,,,,,,0,1677,6,,,RH-2,40-X
4067009A,466 Missouri St,Showpl/Potrero,BP Filed,8/23/10,2,,NEW 3RD FLOOR ADDITION. LEGALIZE (E) 2ND DWELLING UNIT.,Residential,RH-2,622,0,,,,,,,,2.01008E+11,,8/23/10,40-X,RH-2,23-Aug-10,-122.396634,37.760425,4273,,Resident,0,BP Filed,6,1,0,,,,,,,,0,4067,009A,,,RH-2,40-X
1706045,4335 Lincoln Wy,Outer Sunset,BP Filed,8/27/10,2,,COMPLY WITH NOV# 200678848 / O.A# 102906A. LEGALIZE FRONT & REAR HORIZONTAL ADDITION & CONVERT (E) G,Residential,RH-2,351,0,,,,,,,,2.01008E+11,,8/27/10,40-X,RH-2,27-Aug-10,-122.504653,37.763971,4269,,Resident,0,BP Filed,6,1,0,,,,,,,,0,1706,45,,,RH-2,40-X
7112010,50 Sadowa St,"Ingleside, Other",BP Filed,9/7/10,2,,CONVERT EXISTING SINGLE FAMILY DWELLING TO 2 FAMILY DWELLING.,Residential,RH-2,442,0,,,,,,,,2.01009E+11,,9/7/10,40-X,RH-2,7-Sep-10,-122.455512,37.712575,4274,,Resident,0,BP Filed,6,1,0,,,,,,,,0,7112,10,,,RH-2,40-X
0516028A,136 Pixley St,Marina,BP Filed,9/8/10,4,,Multiple Permits,Residential,RH-3,169,0,,,,,,,,2.01009E+11,,9/8/10,40-X,RH-3,8-Sep-10,-122.4347431,37.7986292,4275,,Resident,0,BP Filed,6,4,0,,,,,,,,0,516,028A,,,RH-3,40-X
4224027,1510 25th St,Showpl/Potrero,BP Filed,9/14/10,1,Construction of new dwelling unit above new garage structure.  Subject lot is 50 feet by 100 feet.  2 existing dwelling units on site.,ERECT 2 STORIES OF ONE SINGLE FAMILY,Residential,RH-3,651,0,,,,,,,2009.0113,2.01009E+11,,9/14/10,40-X,RH-3,14-Sep-10,-122.393947,37.7524949,4260,,Resident,0,BP Filed,6,1,0,,,,,,,,5153,4224,27,,,RH-3,40-X
3518004,234 09th St,WSoMa,BP Filed,9/14/10,1,Conversion of existing commercial building to residential. ,INTERIOR RENOV W/EXITING SHELL. INCL 730 SF. ON (N)  OUTDOOR OPEN SPACE WITHIN 2 (N) COURTYARDS. SUB,Industrial,SLR,610,"5,500","1,000",,,"4,500",,,2010.1074,2.01009E+11,12/2/10,9/14/10,50-X,SLR,14-Sep-10,-122.4126543,37.7744587,4271,53,Mixres,0,BP Filed,6,1,"-7,650",,,"-7,550",-100,,,53,0,3518,4,,,SLR,50-X
