,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y
14989,,2006 KEITH ST,5386001,2010-12-31,BP FILED,,,201012317718.0,2010-12-31,2010-12-31,2010-12-31,2010-12-31,BP FILED,"('2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31', '2010-12-31')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,37.7286919043,-122.39031000000001
13627,,545 POST ST,0306022,2016-01-15,CONSTRUCTION,01/01/2016,2016-01-15,201504163818.0,2015-04-16,2016-01-15,2015-04-16,2016-01-15,CONSTRUCTION,"('2016-01-15',)",260.0,"('CONSTRUCTION',)",4,2015,Under Construction,113.0,4.0,37.7877124996,-122.41070825899999
14840,,1513 YORK ST,5513011,2014-07-09,BP FILED,,,201407090780.0,2014-07-09,2014-07-09,2014-07-09,2014-07-09,BP FILED,"('2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,37.7481252875,-122.40686699999999
15135,,2536 PACHECO ST,2105030,2015-04-21,BP FILED,,,201504214236.0,2015-04-21,2015-04-21,2015-04-21,2015-04-21,BP FILED,"('2015-04-21', '2015-04-21', '2015-04-21', '2015-04-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7502213295,-122.487605
7337,2013-04-17,2175 MARKET ST,3543011,2014-06-18,CONSTRUCTION,07/01/2014,2013-06-19,201207205377,2012-06-01 00:00:00,2012-07-20,2012-06-01,2014-06-18,CONSTRUCTION,"('2012-07-20', '2012-07-20', '2012-07-20', '2013-04-17', '2013-06-19', '2013-08-27', '2013-12-13', '2014-03-26', '2014-06-18')",760.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,88.0,88.0,37.766286,-122.42991299999998
15810,,555 HOWARD ST,3736110,2015-10-14,PL FILED,,,,2015-07-02,2015-07-02,2015-07-20,2015-10-14,PL FILED,"('2015-07-02', '2015-10-14', '2015-10-14')",,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,127.0,127.0,37.7875294118,-122.39688000000001
8246,,425 FIRST STREET,3765015,2014-06-09,CONSTRUCTION,10/01/2014,2012-11-16,200412211855,2003-01-14 08:00:00,2005-08-16,2003-01-14,2014-06-09,CONSTRUCTION,"('2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2012-11-16', '2013-09-27', '2013-12-19', '2014-03-14', '2014-06-09', '2014-06-09')",4277.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,312.0,312.0,37.786483000000004,-122.392035
14619,,1160 PINE ST,0252011,2015-02-04,BP FILED,,,201502047491.0,2015-02-04,2015-02-04,2015-02-04,2015-02-04,BP FILED,"('2015-02-04', '2015-02-04', '2015-02-04', '2015-02-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,18.0,3.0,37.7906167276,-122.414946
15650,,76 BRUCE AV,6946019,2014-09-26,BP FILED,,,201409267378.0,2014-09-26,2014-09-26,2014-09-26,2014-09-26,BP FILED,"('2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7223601294,-122.452524
7987,,143 LAIDLEY ST,6664026,2013-10-29,PL FILED,,,,2013-10-29,2013-10-29,2013-10-29,2013-10-29,PL FILED,"('2013-10-29', '2013-10-29', '2013-10-29')",,"('PL FILED', 'PL FILED', 'PL FILED')",2,2014,Proposed,2.0,1.0,37.739526,-122.42924
13301,,1540 MARKET ST,0836005,2015-12-03,PL FILED,,,,2009-02-27,2015-12-03,2009-02-27,2015-12-03,PL FILED,"('2015-12-03',)",,"('PL FILED',)",4,2015,Proposed,180.0,180.0,37.7750577477,-122.41996582700001
15193,2014-06-30,2830 22ND ST,4146019,2015-09-22,CONSTRUCTION,04/01/2016,2015-09-22,201210011010.0,2012-10-01,2012-10-01,2012-10-01,2015-09-22,CONSTRUCTION,"('2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2014-06-30', '2014-06-30', '2014-06-30', '2014-06-30', '2014-06-30', '2015-09-22', '2015-09-22', '2015-09-22')",1278.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,3.0,1.0,37.7561367271,-122.410977
15252,2012-03-28,322 29TH AV,1405045,2013-05-10,CONSTRUCTION,04/01/2016,2012-10-11,201106238762.0,2011-06-23 07:00:00,2012-03-28,2011-06-23,2013-05-10,CONSTRUCTION,"('2012-03-28', '2012-03-28', '2012-10-11', '2012-10-23', '2013-04-12', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10')",1743.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7832193794,-122.488927
15801,,TREASURE ISLAND,1939001,2011-03-15,PL APPROVED,,,,2011-03-15,2011-03-15,2011-03-15,2011-03-15,PL APPROVED,"('2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,8619.0,7800.0,37.8242837711,-122.370952
15238,,311 EUREKA ST,2750035,2014-08-06,CONSTRUCTION,04/01/2016,2013-09-30,200905047636.0,2009-05-04,2013-09-30,2009-05-04,2014-08-06,CONSTRUCTION,"('2013-09-30', '2013-11-27', '2014-02-26', '2014-02-26', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06')",2524.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,37.75712335,-122.437602
14939,2016-03-10,177 SAGAMORE ST,7147050,2016-03-10,BP APPROVED,,,201403211380.0,2014-03-21,2014-03-21,2014-03-21,2016-03-10,BP APPROVED,"('2014-03-21', '2014-03-21', '2014-03-21', '2014-03-21', '2014-03-21', '2014-03-21', '2014-03-21', '2014-03-21', '2016-03-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,1.0,37.711122983,-122.45828999999999
14806,,3359 CESAR CHAVEZ ST,5501057A,2016-01-21,PL FILED,,,,2016-01-21,2016-01-21,2016-01-21,2016-01-21,PL FILED,"('2016-01-21',)",,"('PL FILED',)",1,2016,Proposed,0.0,0.0,37.747878281,-122.417277
10261,,672 37TH AV,1579017,2015-03-31,BP FILED,,,201503312337,2015-03-31,2015-03-31,,2015-03-31,BP FILED,"('2015-03-31',)",,"('BP FILED',)",1,2015,Proposed,3.0,1.0,37.7762863168,-122.497032788
14766,,1466 PALOU AV,5324010,2016-02-23,BP FILED,,,201602230257.0,2016-02-23,2016-02-23,2016-02-23,2016-02-23,BP FILED,"('2016-02-23',)",,"('BP FILED',)",1,2016,Proposed,2.0,1.0,37.7327495639,-122.3882
14789,,1979 MISSION ST,3553052,2013-12-17,BP FILED,,,201312174382.0,2013-12-17,2013-12-17,2013-12-17,2013-12-17,BP FILED,"('2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,351.0,351.0,37.765581375500005,-122.419123
14734,,1400 07TH ST,3833001,2016-03-03,CONSTRUCTION,04/01/2016,2016-03-03,201112070227.0,2000-05-18,2016-03-03,2000-05-18,2016-03-03,CONSTRUCTION,"('2016-03-03',)",5797.0,"('CONSTRUCTION',)",1,2016,Under Construction,65.0,65.0,37.7671083415,-122.39659499999999
15097,,236 JERSEY ST,6508011,2016-02-12,BP FILED,,,201602129535.0,2016-02-12,2016-02-12,2016-02-12,2016-02-12,BP FILED,"('2016-02-12',)",,"('BP FILED',)",1,2016,Proposed,3.0,1.0,37.7509518171,-122.43048999999999
15184,,280 07TH ST,3730009,2012-09-11,PL FILED,,,,2012-09-11,2012-09-11,2012-09-11,2012-09-11,PL FILED,"('2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,2.0,2.0,37.7768173851,-122.408527
15740,,935-965 MARKET ST,3704071,2016-03-18,CONSTRUCTION,04/01/2016,2015-11-30,201011084497.0,2008-02-22,2015-11-30,2008-02-22,2016-03-18,CONSTRUCTION,"('2015-11-30', '2016-03-18')",2961.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,0.0,0.0,37.7827027177,-122.408998
8724,2013-04-22,1320 21ST AV,1775044,2014-07-18,CONSTRUCTION,10/01/2014,2014-03-31,201210292956,2012-10-29,2013-04-22,2012-10-29,2014-07-18,CONSTRUCTION,"('2013-04-22', '2013-04-22', '2014-03-31', '2014-07-01', '2014-07-18')",702.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,37.762997999999996,-122.47890500000001
15601,,658 - 666 SHOTWELL ST,3611062,2013-10-10,PL APPROVED,,,,2010-02-18,2013-10-10,2010-02-18,2013-10-10,PL APPROVED,"('2013-10-10',)",,"('PL APPROVED',)",1,2016,Proposed,1.0,1.0,37.7578281854,-122.416001
15078,2012-01-20,230 SWEENY ST,5859040,2014-12-22,CONSTRUCTION,04/01/2016,2014-07-31,200903254880.0,2009-03-25,2012-01-20,2009-03-25,2014-12-22,CONSTRUCTION,"('2012-01-20', '2012-01-20', '2012-01-20', '2012-01-20', '2014-07-31', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22')",2564.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.7324923506,-122.41012099999999
15107,,2405 32ND AV,2393002,2015-03-17,BP FILED,,,201503171144.0,2015-03-17,2015-03-17,2015-03-17,2015-03-17,BP FILED,"('2015-03-17', '2015-03-17', '2015-03-17', '2015-03-17', '2015-03-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7420029532,-122.48992
14921,,1715 26TH AV,2023004,2015-03-19,BP FILED,,,201503191302.0,2015-03-19,2015-03-19,2015-03-19,2015-03-19,BP FILED,"('2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7554179313,-122.484343
14720,,1355 JACKSON ST,0187036,2015-08-06,BP FILED,,,201508063611.0,2015-08-06,2015-08-06,2015-08-06,2015-08-06,BP FILED,"('2015-08-06', '2015-08-06', '2015-08-06')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.7943941308,-122.417189
14639,,1201 - 1225 TENNESSEE STREET,4172022,2016-03-25,CONSTRUCTION,04/01/2016,2015-12-14,201312234917.0,2013-04-11,2015-12-14,2013-04-11,2016-03-25,CONSTRUCTION,"('2015-12-14', '2016-03-25')",1086.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,259.0,259.0,37.7559279758,-122.388603
4295,2012-01-30,701 CONGO ST,6706043,2013-04-23,CONSTRUCTION,07/01/2013,2012-09-21,201105246662,2011-05-24 07:00:00,2012-01-30,2011-05-24,2013-04-23,CONSTRUCTION,"('2012-01-30', '2012-04-11', '2012-09-21', '2012-10-31', '2013-03-28', '2013-04-23')",768.0,"('BP ISSUED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,37.7354282,-122.4419165
5065,2012-10-19,1786 MCKINNON AV,5297023,2013-03-11,CONSTRUCTION,10/01/2013,2013-03-11,201201061838,2012-01-06,2012-01-06,2012-01-06,2013-03-11,CONSTRUCTION,"('2012-01-06', '2012-01-06', '2012-10-19', '2012-10-19', '2013-03-11', '2013-03-11', '2013-03-11')",634.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,2.0,1.0,37.738023,-122.392509
14953,2016-02-01,1822 22ND AV,2058009J,2016-02-01,BP ISSUED,,,201409307715.0,2014-09-30,2014-09-30,2014-09-30,2016-02-01,BP ISSUED,"('2014-09-30', '2014-09-30', '2014-09-30', '2014-09-30', '2014-09-30', '2014-09-30', '2016-02-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.7536270279,-122.479325
13468,2013-04-16,50 JERROLD AV,4591C099,2016-01-15,CONSTRUCTION,01/01/2016,2014-03-25,200912223673.0,2009-12-22,2013-04-16,2009-12-22,2016-01-15,CONSTRUCTION,"('2013-04-16', '2013-04-16', '2014-03-25', '2014-06-19', '2014-09-16', '2015-03-13', '2015-04-03', '2015-07-22', '2015-10-13', '2016-01-15')",2201.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,34.0,34.0,37.7276515675,-122.369239612
14724,2016-01-08,1366 09TH AV,1763027,2016-01-08,BP ISSUED,,,201504032736.0,2015-04-03,2015-04-03,2015-04-03,2016-01-08,BP ISSUED,"('2015-04-03', '2015-04-03', '2016-01-08', '2016-01-08')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.762813241399996,-122.465896
15336,,3669 - 3671 23RD ST,3648033,2016-02-18,BP FILED,,,201602189872.0,2015-07-28,2015-07-28,2015-07-28,2016-02-18,BP FILED,"('2015-07-28', '2016-02-18')",,"('PL FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.7533042285,-122.424578
12131,,19-25 MASON ST & 2-16 TURK ST,0340002,2014-03-04,PL APPROVED,,,,2012-08-14,2012-08-14,2012-08-14,2014-03-04,PL APPROVED,"('2012-08-14', '2014-03-04', '2014-03-04', '2014-03-04', '2014-03-04')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,110.0,110.0,37.7837500979,-122.40949422700001
14697,,132 CORBETT AV,2652010,2014-07-10,PL APPROVED,,,,2014-01-03,2014-01-03,2014-01-03,2014-07-10,PL APPROVED,"('2014-01-03', '2014-07-10', '2014-07-10', '2014-07-10', '2014-07-10', '2014-07-10', '2014-07-10', '2014-07-10', '2014-07-10')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,2.0,1.0,37.7618608058,-122.441275
14573,,1058 MISSISSIPPI ST,4224022,2015-12-31,BP FILED,,,201512316217.0,2015-12-31,2015-12-31,2015-12-31,2015-12-31,BP FILED,"('2015-12-31', '2015-12-31')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,37.753003358499996,-122.39398200000001
8325,,1395 SILVER AV,5883002,2007-08-09,BP FILED,,,200708099236,2007-08-09,2007-08-09,2007-08-09,2007-08-09,BP FILED,"('2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09', '2007-08-09')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,2.0,1.0,37.731474,-122.40907800000001
15513,2015-07-24,555 POST ST,0306020,2016-02-29,CONSTRUCTION,04/01/2016,2016-02-29,201504224344.0,2015-04-22,2015-07-24,2015-04-22,2016-02-29,CONSTRUCTION,"('2015-07-24', '2015-07-24', '2016-01-04', '2016-02-29')",345.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,81.0,17.0,37.787682827,-122.41094299999999
15271,,331 COLLINGWOOD ST,2752024,2014-10-10,BP FILED,,,201410108695.0,2006-01-13,2006-01-13,2014-10-10,2014-10-10,BP FILED,"('2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.75707411,-122.43543700000001
15543,,5M,3725093,2016-01-04,PL APPROVED,,,,2011-07-27,2016-01-04,2011-07-27,2016-01-04,PL APPROVED,"('2016-01-04', '2016-01-04')",,"('PL APPROVED', 'PL APPROVED')",1,2016,Proposed,688.0,688.0,37.782153653499996,-122.406601
15149,2011-04-15,262 MADISON ST,5943050,2014-01-08,CONSTRUCTION,04/01/2016,2014-01-08,200711077585.0,2007-11-07,2011-04-15,2007-11-07,2014-01-08,CONSTRUCTION,"('2011-04-15', '2011-04-15', '2014-01-08', '2014-01-08', '2014-01-08', '2014-01-08', '2014-01-08', '2014-01-08', '2014-01-08', '2014-01-08')",3068.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.7257550666,-122.422817
15808,2015-09-21,HP SHIPYARD PHASE 1 (BP ISSUED),4591C001,2015-09-21,BP ISSUED,,,,2013-02-22,2015-09-21,2013-02-22,2015-09-21,BP ISSUED,"('2015-09-21',)",,"('BP ISSUED',)",1,2016,Building Permit Approved,117.0,117.0,37.729834940100005,-122.37083899999999
15806,,101 TOWNSEND ST,3794015,2014-10-06,BP FILED,,,201410068158.0,2014-10-06,2014-10-06,2014-10-06,2014-10-06,BP FILED,"('2014-10-06', '2014-10-06', '2014-10-06', '2014-10-06', '2014-10-06', '2014-10-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.7802256792,-122.39046599999999
15738,,1001 VAN NESS AV,0714016,2015-01-08,PL FILED,,,,2014-08-22,2015-01-08,2014-08-22,2015-01-08,PL FILED,"('2015-01-08',)",,"('PL FILED',)",1,2016,Proposed,256.0,256.0,37.7849297526,-122.42191100000001
12296,2012-11-02,1741 POWELL ST,0101004,2015-02-24,BP ISSUED,,,200908124639.0,2008-12-15 08:00:00,2009-08-12,2008-12-15,2015-02-24,BP ISSUED,"('2009-08-12', '2009-08-12', '2009-08-12', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2015-02-24', '2015-02-24', '2015-02-24', '2015-02-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,19.0,18.0,37.8006826245,-122.411287504
15708,,88 LE CONTE CR,4991264,2014-08-01,BP FILED,,,201408012759.0,2014-08-01,2014-08-01,2014-08-01,2014-08-01,BP FILED,"('2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7178867133,-122.39473000000001
14913,,1698 10TH AV,1934023,2006-12-01,BP FILED,,,200612018971.0,2006-12-01,2006-12-01,2006-12-01,2006-12-01,BP FILED,"('2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01', '2006-12-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.756724843,-122.46666200000001
9956,,950 GOUGH ST,0074410,2015-05-11,PL FILED,,,,2015-05-11,2015-05-11,,2015-05-11,PL FILED,"('2015-05-11',)",,"('PL FILED',)",1,2015,Proposed,100.0,100.0,37.7822225671,-122.423765945
14635,,1198 VALENCIA ST,3635014,2015-07-14,PL FILED,,,201507141495.0,2012-07-05,2015-07-14,2012-07-05,2015-07-14,PL FILED,"('2015-07-14', '2015-07-14', '2015-07-14')",,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,52.0,52.0,37.753931773000005,-122.42118400000001
7077,2013-12-31,444 DE HARO ST,3979001,2013-12-31,BP ISSUED,,,201312194626,2013-12-19,2013-12-31,2013-12-19,2013-12-31,BP ISSUED,"('2013-12-31', '2013-12-31')",,"('BP ISSUED', 'BP ISSUED')",1,2014,Building Permit Approved,0.0,0.0,37.764256,-122.40158100000001
14758,,1453 18TH AV,1835010,2015-10-16,BP FILED,,,201510169913.0,2015-10-16,2015-10-16,2015-10-16,2015-10-16,BP FILED,"('2015-10-16', '2015-10-16')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.7607671066,-122.476188
15646,,751 WEBSTER ST,0797003,2013-03-28,BP FILED,,,201303283273.0,2013-03-28,2013-03-28,2013-03-28,2013-03-28,BP FILED,"('2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28', '2013-03-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.777628761399995,-122.43013899999998
14978,,199 VIDAL DR,7308001,2015-11-13,BP FILED,,,201511132572.0,2014-09-08,2015-11-13,2014-09-08,2015-11-13,BP FILED,"('2015-11-13',)",,"('BP FILED',)",1,2016,Proposed,64.0,64.0,37.7205047819,-122.483875
4790,2011-02-22,6600 THIRD STREET,5476009,2013-08-29,CONSTRUCTION,10/01/2013,2012-07-13,201007196949,2009-04-02 07:00:00,2011-02-22,2009-04-02,2013-08-29,CONSTRUCTION,"('2011-02-22', '2012-07-13', '2012-10-17', '2012-12-05', '2013-04-17', '2013-06-24', '2013-08-29')",1642.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,73.0,30.0,37.718831,-122.39778700000001
4233,,1280 HAMPSHIRE ST,4266013,2011-11-03,CONSTRUCTION,07/01/2013,2011-11-03,200807187072,2008-07-18 07:00:00,2011-11-03,2008-07-18,2011-11-03,CONSTRUCTION,"('2011-11-03', '2011-11-03', '2011-11-03', '2011-11-03', '2011-11-03', '2011-11-03')",1808.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,3.0,3.0,37.751717,-122.407349
15717,,9 FREELON ST,3776080,2015-04-17,BP FILED,,,201504173985.0,2015-04-17,2015-04-17,2015-04-17,2015-04-17,BP FILED,"('2015-04-17', '2015-04-17', '2015-04-17', '2015-04-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.7794001993,-122.395959
